artwork_id,artist_id,title,year_created,medium,dimensions,description,collection_id
ART944,ARS011,Forgotten Amber Echo,1934,Bronze sculpture,286 x 193 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL100
ART945,ARS102,Silent Scarlet Memory,2010,Ink on paper,64 x 50 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL010
ART946,ARS054,Forgotten Indigo Sea No. 11,1994,Mixed media,290 x 114 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL055
ART947,ARS039,Melancholic Ivory Light,2023,Bronze sculpture,133 x 161 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL051
ART948,ARS084,Vibrant Onyx Dream,1969,Installation,44 x 258 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL104
ART949,ARS053,Hidden Red Forest,1916,Installation,135 x 132 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL077
ART950,ARS055,Shimmering Sapphire Symphony,2003,Photograph,159 x 141 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL007
ART951,ARS080,Silent Amber Garden,1935,Bronze sculpture,285 x 228 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL118
ART952,ARS101,Hidden Violet Sea,2007,Installation,157 x 69 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART953,ARS001,Silent Indigo Forest,1701,Digital print,30 x 185 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL098
ART954,ARS146,Luminous Onyx Symphony No. 54,1985,Oil on canvas,41 x 182 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL031
ART955,ARS078,Eternal Sapphire Mountain,1953,Digital print,91 x 45 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL045
ART956,ARS004,Shimmering Scarlet Sky,1919,Ink on paper,62 x 108 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL017
ART957,ARS102,Radiant Blue Forest,2013,Oil on canvas,241 x 119 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL012
ART958,ARS017,Vibrant Sapphire Sea No. 35,1998,Ink on paper,169 x 126 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL115
ART959,ARS001,Crimson Indigo Path,1701,Marble sculpture,148 x 54 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL094
ART960,ARS023,Frozen Violet Sea,1998,Bronze sculpture,220 x 104 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL089
ART961,ARS105,Hidden Indigo Reflection,1994,Digital print,179 x 105 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL105
ART962,ARS093,Distant Red Landscape,2005,Digital print,200 x 213 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL116
ART963,ARS139,Hidden Blue Silhouette,1994,Installation,204 x 111 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL036
ART964,ARS053,Radiant Red Path,1967,Acrylic on canvas,51 x 296 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL002
ART965,ARS066,Melancholic Emerald River,1890,Bronze sculpture,280 x 89 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL096
ART966,ARS141,Radiant Scarlet Reflection No. 45,2019,Ink on paper,238 x 84 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL117
ART967,ARS040,Luminous Blue Light,2015,Marble sculpture,103 x 66 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL062
ART968,ARS104,Whispering Amber Shadow,2014,Oil on canvas,42 x 38 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL076
ART969,ARS031,Luminous Emerald City No. 58,1950,Mixed media,246 x 213 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL003
ART970,ARS077,Celestial Onyx Symphony No. 55,2014,Digital print,274 x 51 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL009
ART971,ARS128,Celestial Ivory Harbor,2008,Mixed media,226 x 80 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL090
ART972,ARS126,Silent Onyx Forest,1957,Marble sculpture,74 x 273 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL024
ART973,ARS022,Forgotten Red Mountain,2007,Oil on canvas,153 x 270 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL083
ART974,ARS080,Melancholic Violet Horizon,1921,Installation,35 x 95 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL008
ART975,ARS130,Broken Red Light No. 36,2018,Marble sculpture,228 x 54 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL031
ART976,ARS133,Hidden Blue Memory,1983,Acrylic on canvas,86 x 109 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL051
ART977,ARS124,Secret Amber Harbor,1958,Oil on canvas,120 x 222 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL078
ART978,ARS047,Forgotten Ivory Figure,1978,Acrylic on canvas,257 x 89 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL043
ART979,ARS036,Eternal Indigo Figure No. 64,1939,Photograph,250 x 40 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL095
ART980,ARS140,Misty Onyx Sea No. 56,1984,Acrylic on canvas,246 x 64 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL023
ART981,ARS068,Frozen Violet Reflection,1932,Oil on canvas,100 x 91 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL042
ART982,ARS023,Melancholic Ivory Shadow,1979,Acrylic on canvas,124 x 241 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL011
ART983,ARS060,Luminous Emerald Memory No. 51,1988,Photograph,220 x 60 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL004
ART984,ARS029,Infinite Sapphire Figure,1994,Ink on paper,100 x 193 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL123
ART985,ARS055,Luminous Violet Sea,1995,Photograph,118 x 228 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL019
ART986,ARS038,Eternal Scarlet Echo,1910,Acrylic on canvas,274 x 292 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL043
ART987,ARS064,Distant Ivory River,2009,Oil on canvas,60 x 251 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL083
ART988,ARS102,Silent Amber Symphony,2022,Digital print,145 x 95 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL105
ART989,ARS041,Forgotten Indigo Light,2021,Installation,68 x 251 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL008
ART990,ARS107,Golden Scarlet City,1998,Bronze sculpture,104 x 50 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL072
ART991,ARS101,Vibrant Violet Silhouette,2015,Digital print,197 x 187 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL125
ART992,ARS099,Shimmering Scarlet Landscape,1965,Acrylic on canvas,270 x 202 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL126
ART993,ARS088,Melancholic Scarlet Landscape,2006,Marble sculpture,167 x 168 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL059
ART994,ARS081,Celestial Amber Figure No. 40,1940,Mixed media,201 x 295 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL072
ART995,ARS068,Eternal Sapphire Horizon,1947,Digital print,194 x 134 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL045
ART996,ARS031,Whispering Amber Horizon,1978,Bronze sculpture,123 x 284 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL063
ART997,ARS101,Celestial Emerald Sky,2006,Photograph,93 x 222 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL101
ART998,ARS001,Golden Amber Sky,1701,Installation,171 x 291 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL108
ART999,ARS051,Secret Indigo Dream,2000,Watercolor on paper,190 x 91 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL047
ART1000,ARS032,Frozen Blue Forest,1988,Watercolor on paper,85 x 167 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL025
