treatment_id,artwork_id,treatment_type,start_date,end_date,cost_usd,treatment_notes,staff_id
TRT394,ART796,Inpainting,2023-09-24,2023-11-10,31009.45,Inpainting carried out due to previous restoration discoloration; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF140
TRT395,ART998,Structural Stabilization,2014-02-24,2014-03-09,5198.59,Structural Stabilization carried out due to light damage and fading; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF086
TRT396,ART357,Deacidification,2022-05-14,2022-06-05,29353.96,Deacidification carried out due to flaking paint layers; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF404
TRT397,ART706,Surface Cleaning,2011-12-19,2012-02-05,22321.85,Surface Cleaning carried out due to biological contamination; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF208
TRT398,ART211,Varnish Removal,2010-12-05,2011-03-07,33220.2,Varnish Removal carried out due to panel cracking; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF416
TRT399,ART744,Deacidification,2021-08-25,2021-10-21,11364.57,Deacidification carried out due to biological contamination; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF372
TRT400,ART452,Varnish Removal,2021-08-22,2021-09-01,27627.25,Varnish Removal carried out due to panel cracking; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF155
TRT401,ART463,Pest Treatment,2017-07-30,2017-08-28,18520.49,Pest Treatment carried out due to panel cracking; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF364
TRT402,ART682,Pest Treatment,2018-10-30,2019-02-01,14901.13,Pest Treatment carried out due to light damage and fading; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF122
TRT403,ART600,Varnish Removal,2021-03-05,2021-05-02,32764.33,Varnish Removal carried out due to panel cracking; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF219
TRT404,ART601,Structural Stabilization,2012-07-25,2012-08-08,31239.8,Structural Stabilization carried out due to frame instability; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF238
TRT405,ART387,Inpainting,2022-09-05,2022-12-28,24670.86,Inpainting carried out due to biological contamination; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF173
TRT406,ART759,Structural Stabilization,2019-02-01,2019-03-09,17669.29,Structural Stabilization carried out due to light damage and fading; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF486
TRT407,ART343,Re-framing,2021-11-13,2022-02-01,15662.07,Re-framing carried out due to frame instability; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF038
TRT408,ART383,Structural Stabilization,2011-07-02,2011-08-04,939.48,Structural Stabilization carried out due to canvas deformation; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF436
TRT409,ART532,Varnish Removal,2011-05-24,2011-06-14,12074.56,Varnish Removal carried out due to frame instability; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF383
TRT410,ART143,Pest Treatment,2018-07-17,2018-11-09,14976.92,Pest Treatment carried out due to panel cracking; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF392
TRT411,ART090,Structural Stabilization,2016-04-11,2016-06-06,26525.55,Structural Stabilization carried out due to light damage and fading; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF063
TRT412,ART991,Structural Stabilization,2015-02-22,2015-06-19,12510.69,Structural Stabilization carried out due to flaking paint layers; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF205
TRT413,ART166,Surface Cleaning,2020-03-26,2020-04-08,15747.65,Surface Cleaning carried out due to light damage and fading; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF026
TRT414,ART529,Surface Cleaning,2011-03-28,2011-07-04,9190.09,Surface Cleaning carried out due to yellowed varnish; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF289
TRT415,ART361,Deacidification,2011-01-20,2011-03-23,8803.66,Deacidification carried out due to frame instability; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF474
TRT416,ART929,Varnish Removal,2022-02-22,2022-06-19,13086.56,Varnish Removal carried out due to acidic backing board; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF202
TRT417,ART792,Re-framing,2017-02-22,2017-03-11,32104.85,Re-framing carried out due to yellowed varnish; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF113
TRT418,ART076,Pest Treatment,2014-05-02,2014-07-07,28617.82,Pest Treatment carried out due to canvas deformation; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF253
TRT419,ART032,Deacidification,2020-10-31,2020-12-16,32214.62,Deacidification carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF080
TRT420,ART240,Surface Cleaning,2019-03-17,2019-05-06,1393.44,Surface Cleaning carried out due to panel cracking; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF156
TRT421,ART655,Structural Stabilization,2014-05-04,2014-07-15,32940.44,Structural Stabilization carried out due to biological contamination; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF306
TRT422,ART655,Re-framing,2023-02-07,2023-05-28,850.6,Re-framing carried out due to panel cracking; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF101
TRT423,ART777,Pest Treatment,2013-03-26,2013-04-23,7579.21,Pest Treatment carried out due to surface dust and grime; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF354
TRT424,ART821,Surface Cleaning,2010-10-29,2011-02-06,8814.86,Surface Cleaning carried out due to acidic backing board; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF104
TRT425,ART717,Deacidification,2015-08-09,2015-09-07,26406.54,Deacidification carried out due to frame instability; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF068
